Assigned to,id,name,address1,zip,country,latitude,longitude,phone,Yelp URL of Business,City Page,Notes,Yelp search URL
AG,5431,MANGOS SAN MIGUEL,21ST & MISSION ST,94110,US,37.757021,-122.418918,14155560665,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5431,,"http://www.yelp.com/search?find_desc=MANGOS SAN MIGUEL#find_loc=21ST & MISSION ST,sf"
MNW,62674,CHIPOTLE MAXICAN GRILL #1230,232 O'FARRELL ST,94102,US,37.786387,-122.408605,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62674,,"http://www.yelp.com/search?find_desc=CHIPOTLE MAXICAN GRILL #1230#find_loc=232 O'FARRELL ST,sf"
luther,69492,BAY AREA LITTLE JOHN'S CANDIES,1422 MARKET ST,94102,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69492,,"http://www.yelp.com/search?find_desc=BAY AREA LITTLE JOHN'S CANDIES#find_loc=1422 MARKET ST,sf"
luther,69396,KPOP RESTAURANT/GREEN WORKS,499 CASTRO STREET,94114,US,,,14155558567,http://www.yelp.com/biz/kpop-san-francisco#query:KPOP%20RESTAURANT/GREEN%20WORKS,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69396,,"http://www.yelp.com/search?find_desc=KPOP RESTAURANT/GREEN WORKS#find_loc=499 CASTRO STREET,sf"
MW,69932,CREPE-MADAME,1599 HOWARD ST,94103,US,37.771725,-122.416843,,http://www.yelp.com/biz/crepe-madame-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69932,,"http://www.yelp.com/search?find_desc=CREPE-MADAME#find_loc=1599 HOWARD ST,sf"
,25404,CAFÉ COLOMBINI RISTORANTE BISTRO,835 B HYDE ST,94109,US,37.793061,-122.421089,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:25404,,"http://www.yelp.com/search?find_desc=CAFÉ COLOMBINI RISTORANTE BISTRO#find_loc=835 B HYDE ST,sf"
,69237,SPRESSA,51 CAMBON DR,94132,US,37.718254,-122.474427,14155231520,spressa-coffee-bar-san-francisco,,,
,4438,DIANA MARKET #2,282 09TH ST,94103,US,37.774722,-122.406761,14155863189,diana-market-2-san-francisco,,,
,7546,ACME BREAD COMPANY,1 FERRY BUILDING  #15,94111,US,37.795225,-122.39377,,acme-bread-company-san-francisco-2,,,
kl,208,CONSTANS GROCERY,4124 03RD ST,94124,US,37.739961,-122.389003,,-unmatched,,,
,67508,PLAYLAND,1351 POLK ST,94109,US,37.789294,-122.420491,,playland-san-francisco-2,,,
,67755,CALIFORNIA FUSION CATERING LLC,OFF THE GRID & TEMPORARY EVENTS,,US,0,0,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67755,,"http://www.yelp.com/search?find_desc=CALIFORNIA FUSION CATERING LLC#find_loc=OFF THE GRID & TEMPORARY EVENTS,sf"
JN,68843,JIRO LLC,853 CLAY ST,94108,US,37.794133,-122.407227,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68843,,"http://www.yelp.com/search?find_desc=JIRO LLC#find_loc=853 CLAY ST,sf"
JE,5645,AT&T - SAY HEY SAUSAGE ROOM 2127 [145177],24 WILLIE MAYS PLAZA,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5645,,"http://www.yelp.com/search?find_desc=AT&T - SAY HEY SAUSAGE ROOM 2127 [145177]#find_loc=24 WILLIE MAYS PLAZA,sf"
,4474,17TH & NOE MARKET,3900 17TH ST,94114,US,37.762638,-122.433242,14155866337,17th-and-noe-market-san-francisco-3,,,
,1487,PEET'S COFFEE & TEA,101 02ND ST 150,94105,US,37.787834,-122.399522,,peets-coffee-and-tea-san-francisco-41,,,
luther,69269,"THE MELT, BUS 0001",100 LARKIN ST,94102,US,,,,http://www.yelp.com/biz/the-melt-san-francisco-4#query:THE%20MELT%20bus,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69269,,"http://www.yelp.com/search?find_desc=THE MELT, BUS 0001#find_loc=100 LARKIN ST,sf"
MW,70306,BAAN/ALCHEMIST,685 03RD ST,94107,US,,,,http://www.yelp.com/biz/alchemist-bar-and-lounge-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70306,,"http://www.yelp.com/search?find_desc=BAAN/ALCHEMIST#find_loc=685 03RD ST,sf"
MW,70067,SAINT BENOIT CREAMERY,3251 20TH AVE,94132,US,,,,http://www.yelp.com/biz/yogurt-saint-benoit-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70067,,"http://www.yelp.com/search?find_desc=SAINT BENOIT CREAMERY#find_loc=3251 20TH AVE,sf"
LR,32685,SAVOR EXPRESS,747 HOWARD ST,94103,US,37.784128,-122.401533,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:32685,,"http://www.yelp.com/search?find_desc=SAVOR EXPRESS#find_loc=747 HOWARD ST,sf"
MNW,63248,LIL'DARLINGS,312 COLUMBUS AVE,94133,US,37.798065,-122.406855,,http://www.yelp.com/biz/little-darlings-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63248,,"http://www.yelp.com/search?find_desc=LIL'DARLINGS#find_loc=312 COLUMBUS AVE,sf"
Partha,67486,PHAT THAI,OFF THE GRID,,US,37.777122,-122.419639,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67486,,"http://www.yelp.com/search?find_desc=PHAT THAI#find_loc=OFF THE GRID,sf"
,62880,THE PUB AT GHIRARDELLI SQUARE,900 NORTH POINT ST STE. H104,94109,US,37.805427,-122.422854,,the-pub-at-ghirardelli-square-san-francisco-2,,,
MW,70682,FLING CONFECTIONS,2325 03RD ST SUITE 222,94107,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70682,website but no yelp: http://www.bowandsparrowbakery.com/,"http://www.yelp.com/search?find_desc=FLING CONFECTIONS#find_loc=2325 03RD ST SUITE 222,sf"
AG,66411,DEL POPOLO LLC,269 CHATTANOOGA ST,94114,US,37.752274,-122.426336,14154276600,http://www.yelp.com/biz/del-popolo-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66411,,"http://www.yelp.com/search?find_desc=DEL POPOLO LLC#find_loc=269 CHATTANOOGA ST,sf"
luther,69212,GYROS ON WHEELS,OFF THE GRID,,US,0,0,,http://www.yelp.com/biz/gyros-on-wheels-san-carlos,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69212,,"http://www.yelp.com/search?find_desc=GYROS ON WHEELS#find_loc=OFF THE GRID,sf"
,4194,SIP BAR & LOUNGE,787 BROADWAY ST,94133,US,37.79745,-122.40977,,sip-bar-and-lounge-san-francisco,,,
JE,5740,CP - PRETZEL CART #1," CANDLESTICK PK LL, SEC. 19-21",94124,US,,,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5740,,"http://www.yelp.com/search?find_desc=CP - PRETZEL CART #1#find_loc= CANDLESTICK PK LL, SEC. 19-21,sf"
MNW,62779,SF THIRD STREET SHELL,551 03RD ST,94107,US,37.780739,-122.395015,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62779,,"http://www.yelp.com/search?find_desc=SF THIRD STREET SHELL#find_loc=551 03RD ST,sf"
SS,4057,SF MARRIOTT BIN (FORMERLYATRIUM LOUNGE),55 04TH ST,94103,US,37.784964,-122.404752,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4057,,"http://www.yelp.com/search?find_desc=SF MARRIOTT BIN (FORMERLYATRIUM LOUNGE)#find_loc=55 04TH ST,sf"
LD,3808,"QUETZAL GROUP, INC",1230 POLK ST,94109,US,37.788237,-122.420125,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3808,,"http://www.yelp.com/search?find_desc=QUETZAL GROUP, INC#find_loc=1230 POLK ST,sf"
,36108,LEE'S MARKET,1401 STOCKTON ST,94133,US,37.798763,-122.408855,,lees-market-san-francisco,,,
AG,64728,THE RIB WHIP,OFF THE GRID,,US,0,0,,http://www.yelp.com/biz/the-rib-whip-san-francisco#query:AT%26T%20-%20%20CALIFORNIA%20COOK%20OUT-BBQ,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64728,,"http://www.yelp.com/search?find_desc=THE RIB WHIP#find_loc=OFF THE GRID,sf"
,39936,SODEXO AT ACADEMY OF ART UNIVERSITY,620 SUTTER ST  2ND FLOOR,94102,US,37.788978,-122.410684,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:39936,,"http://www.yelp.com/search?find_desc=SODEXO AT ACADEMY OF ART UNIVERSITY#find_loc=620 SUTTER ST  2ND FLOOR,sf"
kl,1564,CORNELL HOTEL - JEANNE D'ARC,715 BUSH ST,94108,US,37.790103,-122.409117,,jeanne-d-arc-san-francisco,,,
,40000,SANUKI,22 PEACE PLAZA  #530,94115,US,37.785018,-122.429587,,sanuki-udon-san-francisco,,,
,65902,ANNAKOOT," MUSIC CONCOURSE, GOLDEN GATE PARK  ",94102,US,37.779847,-122.418985,,annakoot-golden-gate-park,,,
,38139,ISLAND MARKET & DELI," 2 AVE OF PALMS BLDG 146, TREASURE ISLAND  ",94130,US,37.824494,-122.371798,,island-market-and-deli-san-francisco,,,
JE,5674,CP - BEER CARTS," CANDLESTICK PK UL, SEC. 53-55",94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5674,,"http://www.yelp.com/search?find_desc=CP - BEER CARTS#find_loc= CANDLESTICK PK UL, SEC. 53-55,sf"
,5808,BALBOA HIGH SCHOOL,1000 CAYUGA AVE,94112,US,37.722067,-122.43983,14155464090,balboa-high-school-san-francisco,,,
,57623,RITZ CARLTON CLUB & RESIDENCES,690 MARKET ST,94104,US,37.788061,-122.403024,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:57623,,"http://www.yelp.com/search?find_desc=RITZ CARLTON CLUB & RESIDENCES#find_loc=690 MARKET ST,sf"
Partha,67325,WEIRAUCH FARM & CREAMERY,3251 20TH AVE,94132,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67325,,"http://www.yelp.com/search?find_desc=WEIRAUCH FARM & CREAMERY#find_loc=3251 20TH AVE,sf"
JE,5646,AT&T -ROOM 2130 DERBY GRILL/PORT WALK PIZZA [145178],24 WILLIE MAYS PL,94107,US,37.778382,-122.391151,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5646,,"http://www.yelp.com/search?find_desc=AT&T -ROOM 2130 DERBY GRILL/PORT WALK PIZZA [145178]#find_loc=24 WILLIE MAYS PL,sf"
,70751,UN CAFECITO,335 JONES ST,94102,US,,,,un-cafecito-san-francisco,,,
LD,3895,CABLE CAR RESTAURANT,1040 COLUMBUS AVE,94133,US,37.803984,-122.415453,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3895,,"http://www.yelp.com/search?find_desc=CABLE CAR RESTAURANT#find_loc=1040 COLUMBUS AVE,sf"
JE,3206,PPQ VIETNAMESE RESTAURANT,2332 CLEMENT ST,94121,US,37.782068,-122.484432,,http://www.yelp.com/biz/ppq-dungeness-island-san-francisco-2#query:PPQ%20VIETNAMESE%20RESTAURANT,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3206,,"http://www.yelp.com/search?find_desc=PPQ VIETNAMESE RESTAURANT#find_loc=2332 CLEMENT ST,sf"
,13528,"CP - GRILL CART #3, (PC 37)","CANDLESTICK PARK, UL 37-39",94124,US,37.712613,-122.387477,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:13528,,"http://www.yelp.com/search?find_desc=CP - GRILL CART #3, (PC 37)#find_loc=CANDLESTICK PARK, UL 37-39,sf"
Partha,67424,SQUARE MEALS & BATTER BAKERY,2127 POLK ST,94109,US,37.796254,-122.421864,,http://www.yelp.com/biz/square-meals-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67424,,"http://www.yelp.com/search?find_desc=SQUARE MEALS & BATTER BAKERY#find_loc=2127 POLK ST,sf"
,68118,IRON & GOLD,3187 MISSION ST,94110,US,,,,iron-and-gold-san-francisco,,,
,11488,AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802],5627 WILLIE MAYS PL,94107,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:11488,,"http://www.yelp.com/search?find_desc=AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802]#find_loc=5627 WILLIE MAYS PL,sf"
,4304,JONELL'S,401 ELLIS ST,94102,US,37.784842,-122.412817,,jonells-cocktail-lounge-san-francisco,,,
JE,5730,"CP - HOL N JAM ENT., ROOM C38",CANDLESTICK PARK  C38,94124,US,37.712613,-122.387477,14158991048,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5730,,"http://www.yelp.com/search?find_desc=CP - HOL N JAM ENT., ROOM C38#find_loc=CANDLESTICK PARK  C38,sf"
,59179,FRIENDS CAFÉ,901 DIVISADERO ST,94115,US,37.777965,-122.438424,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:59179,,"http://www.yelp.com/search?find_desc=FRIENDS CAFÉ#find_loc=901 DIVISADERO ST,sf"
,68862,SWEET AHA!,1310 09TH AVE,94122,US,,,,sweet-aha-bake-shop-san-francisco,,,
,5825,GUADALUPE ELEMENTARY SCHOOL,859 PRAGUE ST,94112,US,37.710464,-122.434202,14155464718,guadalupe-elementary-school-san-francisco,,,
SM,13218,"LESLIE A. HENNESSY, INC.",545 02ND ST,94107,US,37.782504,-122.392843,,hennessys-wines-and-specialty-foods-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:13218,,"http://www.yelp.com/search?find_desc=LESLIE A. HENNESSY, INC.#find_loc=545 02ND ST,sf"
Partha,68149,SUBWAY SANDWICHES #53761,160 BROADWAY ST,94111,US,37.798712,-122.400585,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68149,,"http://www.yelp.com/search?find_desc=SUBWAY SANDWICHES #53761#find_loc=160 BROADWAY ST,sf"
AG,5369,KING'S CATERING,1100 MORTON ST,94501,US,,,14150818111,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5369,,"http://www.yelp.com/search?find_desc=KING'S CATERING#find_loc=1100 MORTON ST,sf"
,7589,UPTOWN MARKET,684 LARKIN ST,94109,US,37.784085,-122.417613,,uptown-market-san-francisco,,,
LD,33945,CHIPOTLE MEXICAN GRILL #0839,525 MARKET ST 1ST FLOOR,94105,US,37.790697,-122.399563,,http://www.yelp.com/biz/chipotle-mexican-grill-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:33945,,"http://www.yelp.com/search?find_desc=CHIPOTLE MEXICAN GRILL #0839#find_loc=525 MARKET ST 1ST FLOOR,sf"
Partha,67297,"HOME MAID RAVIOLI CO., INC.",1899 WALLER ST,94117,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67297,,"http://www.yelp.com/search?find_desc=HOME MAID RAVIOLI CO., INC.#find_loc=1899 WALLER ST,sf"
,65384,PUBLICO,550 A GENE FRIEND WAY,,US,37.777122,-122.419639,,publico-urban-taqueria-san-francisco-3,,,
,16484,DIAMOND OF CALIFORNIA,24 WILLIE MAYS PLAZA,94107,US,37.778382,-122.391151,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:16484,,"http://www.yelp.com/search?find_desc=DIAMOND OF CALIFORNIA#find_loc=24 WILLIE MAYS PLAZA,sf"
,12794,RANCHO GORDO,1 FERRY BUILDING #50,94111,US,,,,rancho-gordo-san-francisco,,,
Partha,67430,TRAVEL TRADERS #3075,55 04TH ST,94103,US,37.784992,-122.404733,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67430,,"http://www.yelp.com/search?find_desc=TRAVEL TRADERS #3075#find_loc=55 04TH ST,sf"
luther,69299,RESTAURANTE MONTE CRISTO #2,6286 03RD ST,94124,US,37.721007,-122.396439,,http://www.yelp.com/biz/montecristo-restaurant-san-francisco#query:MONTE%20CRISTO,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69299,,"http://www.yelp.com/search?find_desc=RESTAURANTE MONTE CRISTO #2#find_loc=6286 03RD ST,sf"
LR,33467,"CALIFORNIA PIZZA KITCHEN, INC.",53 03RD ST,94103,US,37.78678,-122.402535,14150345000,http://www.yelp.com/biz/california-pizza-kitchen-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:33467,,"http://www.yelp.com/search?find_desc=CALIFORNIA PIZZA KITCHEN, INC.#find_loc=53 03RD ST,sf"
KC,5521,AT&T - (J-2A) BEN & JERRY'S,24  PL,94107,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5521,,"http://www.yelp.com/search?find_desc=AT&T - (J-2A) BEN & JERRY'S#find_loc=24  PL,sf"
MNW,62797,BHL,2 EMBARCADERO CENTER  STREET LEVEL,,US,37.795203,-122.398544,14155240011,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:62797,,"http://www.yelp.com/search?find_desc=BHL#find_loc=2 EMBARCADERO CENTER  STREET LEVEL,sf"
,17,GEORGE'S COFFEE SHOP,2200 OAKDALE AVE,94124,US,37.741086,-122.401737,14155531470,georges-coffee-shop-san-francisco,,,
AG,64970,EL PORTENO EMPANADAS,1310 09TH AVE,94122,US,,,,http://www.yelp.com/biz/el-porteño-empanadas-san-francisco-4,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64970,,"http://www.yelp.com/search?find_desc=EL PORTENO EMPANADAS#find_loc=1310 09TH AVE,sf"
JN,68041,LES ELEMENTS PATISSERIE,1 FERRY BUILDING #50,94111,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68041,,"http://www.yelp.com/search?find_desc=LES ELEMENTS PATISSERIE#find_loc=1 FERRY BUILDING #50,sf"
,65792,BERNAL HEIGHTS COFFEE,3139 MISSION ST,94110,US,37.747103,-122.418844,,bernal-heights-coffee-san-francisco,,,
,57567,MA CHAVEZ CATERING,1643 JERROLD AVE,94124,US,37.739197,-122.390225,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:57567,,"http://www.yelp.com/search?find_desc=MA CHAVEZ CATERING#find_loc=1643 JERROLD AVE,sf"
,68176,ROBERT'S ESPRESSO,1708 IRVING ST,94122,US,37.763662,-122.476156,,roberts-espresso-san-francisco,,,
,5038,MARINA DELI,2299 CHESTNUT ST,94123,US,37.800194,-122.440927,,marina-deli-san-francisco,,,
,5868,LONGFELLOW ELEMENTARY SCHOOL,755 MORSE ST,94112,US,37.710459,-122.447713,14155464730,longfellow-elementary-school-san-francisco,,,
AG,4983,YOUNG ELLIS PRODUCE,398 ELLIS ST,94102,US,37.784961,-122.412761,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4983,,"http://www.yelp.com/search?find_desc=YOUNG ELLIS PRODUCE#find_loc=398 ELLIS ST,sf"
,69172,VICTORIA PASTRY CO.,700 FILBERT ST,94133,US,37.8012,-122.411191,,victoria-pastry-company-san-francisco-2,,,
,141,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST,94115,US,37.788773,-122.434697,,mollie-stones-san-francisco-3,,,
JE,5650,AT&T - DOGGIE DINER ROOM 3205 [145167],24 WILLIE MAYS PLAZA,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5650,,"http://www.yelp.com/search?find_desc=AT&T - DOGGIE DINER ROOM 3205 [145167]#find_loc=24 WILLIE MAYS PLAZA,sf"
,67753,GUCKENHEIMER AT WHARTON SCHOOL OF BUSINESS,2 HARRISON ST 4TH FLOOR,94105,US,37.789434,-122.388749,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67753,,"http://www.yelp.com/search?find_desc=GUCKENHEIMER AT WHARTON SCHOOL OF BUSINESS#find_loc=2 HARRISON ST 4TH FLOOR,sf"
MW,69984,SCHOOLS OF THE SACRED HEART - SAN FRANCISCO,2222 BROADWAY ST,94115,US,,,,http://www.yelp.com/biz/schools-of-the-sacred-heart-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69984,,"http://www.yelp.com/search?find_desc=SCHOOLS OF THE SACRED HEART - SAN FRANCISCO#find_loc=2222 BROADWAY ST,sf"
,63652,SIR FRANCIS DRAKE HOTEL - MAIN KITCHEN,450 POWELL ST.,94102,US,37.788918,-122.408507,14155397755,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63652,,"http://www.yelp.com/search?find_desc=SIR FRANCIS DRAKE HOTEL - MAIN KITCHEN#find_loc=450 POWELL ST.,sf"
,18818,OCCIDENTAL CIGAR CLUB,471 PINE ST,94104,US,37.791727,-122.403614,,the-occidental-cigar-club-san-francisco,,,
luther,69338,THE RAAVLING,428 11TH ST,94103,US,37.769957,-122.411668,,http://www.yelp.com/biz/raavling-italian-eats-san-francisco#query:THE%20RAAVLING,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69338,,"http://www.yelp.com/search?find_desc=THE RAAVLING#find_loc=428 11TH ST,sf"
LD,5308,CITY CARTS,555 FULTON ST 115,94102,US,37.778374,-122.425882,14155865739,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5308,,"http://www.yelp.com/search?find_desc=CITY CARTS#find_loc=555 FULTON ST 115,sf"
luther,69602,ZEST BAKERY,YERBA BUENA LANE @ MARKET ST.,94103,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69602,,"http://www.yelp.com/search?find_desc=ZEST BAKERY#find_loc=YERBA BUENA LANE @ MARKET ST.,sf"
,17691,CP - HOL & JAM LEMONADE STAND # 04," CANDLESTICK PARK  LL, SEC. 10",94124,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:17691,,"http://www.yelp.com/search?find_desc=CP - HOL & JAM LEMONADE STAND # 04#find_loc= CANDLESTICK PARK  LL, SEC. 10,sf"
,1274,MORNING DUE,3698 17TH ST,94104,US,37.762939,-122.428473,14155627156,morning-due-cafe-san-francisco,,,
AG,66187,MEAT BALL JOSIE,OFF THE GRID,,US,37.777122,-122.419639,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66187,,"http://www.yelp.com/search?find_desc=MEAT BALL JOSIE#find_loc=OFF THE GRID,sf"
LR,32715,ANDANTE DAIRY,1 FERRY BUILDING  #50,94111,US,,,,Larger company listing - http://www.yelp.com/biz/andante-dairy-petaluma,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:32715,,"http://www.yelp.com/search?find_desc=ANDANTE DAIRY#find_loc=1 FERRY BUILDING  #50,sf"
,70418,SAN FRANCISCO COOKING SCHOOL,690 VAN NESS AVE,94102,US,,,,san-francisco-cooking-school-san-francisco,,,
,59386,THE TOASTER OVEN SANDWICH SHOP,311 CALIFORNIA ST #120,94104,US,37.793213,-122.400247,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:59386,,"http://www.yelp.com/search?find_desc=THE TOASTER OVEN SANDWICH SHOP#find_loc=311 CALIFORNIA ST #120,sf"
,70804,GREENS & COMPANY,2800 BRYANT ST,94110,US,,,,greens-and-company-organic-juicery-san-francisco-2,,,
LR,68682,FUEL CAFÉ,977 NORTH POINT ST,94109,US,37.805297,-122.423232,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68682,,"http://www.yelp.com/search?find_desc=FUEL CAFÉ#find_loc=977 NORTH POINT ST,sf"
